sold_to_group,sold_to,sold_to_name,ship_to_state,ship_to,ship_to_name,address,bde_state,salesman_id,salesman_name,longitude,latitude
AKD,742657,WEST PERTH TYRES,WA,742657,WEST PERTH TYRES,1 CLEAVER STREET,WA,61600247,Fruci Davide,115.8472984,-31.9413118
AKD,742658,BRIDGESTONE BUNDABERG,QLD,742658,BRIDGESTONE BUNDABERG,55 PRINCESS STREET,QLD,61600992,Spires Steven,152.3720678,-24.8558129
AKD,742665,CC TYRES,NSW,742665,CC TYRES,108 Batt Street,NSW,61600997,Hamid Jallis,150.6824889,-33.7682693
AKD,742775,BARTLETT AUTOMOTIVE,NSW,742775,BARTLETT AUTOMOTIVE,521 NURIGONG STREET,VIC,61600996,Bellotto Nicola,146.9147945,-36.0914048
AKD,742776,B SELECT MOONAH,VIC,742776,B SELECT MOONAH,1 - 3 CHESTERMAN STREET,VIC,61601007,Bilston Kelley,147.2952209,-42.8390637
AKD,742779,NORTH2WEST TYRES & WHEELS,QLD,742779,NORTH2WEST TYRES & WHEELS,277 INGHAM ROAD,QLD,61601120,Maclure Adam,146.7760528,-19.2651598
AKD,A000288,PINGELLY TYRE SERVICE,WA,A000288,PINGELLY TYRE SERVICE,31 PARADE STREET,WA,60020059,Gilbert Michael,117.0836834,-32.5364867
AKD,A001393,INTEGRITY TYRES,WA,A001393,INTEGRITY TYRES,38 DISTINCTION ROAD,WA,61600247,Fruci Davide,115.8394197,-31.7956508
AKD,A001494,LC TYRES & RV,SA,A001494,LC TYRES & RV,2 AGNES STREET,SA,61600951,Gultjaeff Jason,139.859795,-36.8277611
AKD,A001820,BRIDGESTONE SERVICE CENTRE - FYSHWI,NSW,A001820,BRIDGESTONE SERVICE CENTRE - FYSHWI,96 MARYBOROUGH STREET,NSW,61601123,Cummings Mark,149.1734148,-35.3242936
AKD,A002498,CIRELLI TYRE & WHEEL,VIC,A002498,CIRELLI TYRE & WHEEL,29 HARTNETT DRIVE,VIC,61600996,Bellotto Nicola,145.1419778,-38.1136057
AKD,A002901,MUNDULLA ENGINEERING,SA,A002901,MUNDULLA ENGINEERING,6 NALANG ROAD,SA,61600951,Gultjaeff Jason,140.6936088,-36.3598775
AKD,A004062,BOSMAN TYRES,QLD,A004062,BOSMAN TYRES,1/142 BEATTY ROAD,QLD,61601120,Maclure Adam,153.0165169,-27.5625138
AKD,A004208,TYRECO,WA,A004208,TYRECO,4/79 BUCKINGHAM DRIVE,WA,61600247,Fruci Davide,115.8281139,-31.7879343
AKD,A004209,HARRY'S TYRE CENTRE,VIC,A004209,HARRY'S TYRE CENTRE,7821 GOULBURN VALLEY HIGHWAY,VIC,61600996,Bellotto Nicola,145.3891691,-36.4264406
AKD,A004519,ISIS TYRE SERVICE,QLD,A004519,ISIS TYRE SERVICE,148 CHURCHILL STREET,QLD,61600992,Spires Steven,152.2751957,-25.2365087
AKD,A004922,FLEET TYRES,QLD,A004922,FLEET TYRES,51 RAILWAY STREET,QLD,61601120,Maclure Adam,152.5822271,-27.4635155
AKD,A005012,GATTON TYRE SERVICE,QLD,A005012,GATTON TYRE SERVICE,72B CRESCENT STREET,QLD,61601120,Maclure Adam,152.2804718,-27.5572177
AKD,A005373,TOOGOOLAWAH TYRE & BATTERY,QLD,A005373,TOOGOOLAWAH TYRE & BATTERY,34 FULHAM STREET,QLD,61601084,Sampson Kieren,152.3760679,-27.0878137
AKD,A006105,HIPPYS MOBILE MECHANICAL,NSW,A006105,HIPPYS MOBILE MECHANICAL,Cnr Ballina & Byron Street,QLD,61601084,Sampson Kieren,153.5939091,-28.7936492
AKD,A006773,GOULBURN TYRE+EXHAUST CENTRE,NSW,A006773,GOULBURN TYRE+EXHAUST CENTRE,7-11 VERNER ST,NSW,61601123,Cummings Mark,149.7186893,-34.7570545
AKD,A006775,EASTGARDENS TYRES AND MORE,NSW,A006775,EASTGARDENS TYRES AND MORE,100 DENISON STREET,NSW,61601123,Cummings Mark,151.2237457,-33.9516177
AKD,A006901,SEAMUS HILL AUTOMOTIVE,VIC,A006901,SEAMUS HILL AUTOMOTIVE,8/33-35,VIC,61600996,Bellotto Nicola,145.3054926,-38.0337182
AKD,A007060,BRIDGESTONE JAMESTOWN,SA,A007060,BRIDGESTONE JAMESTOWN,23 MANNANARIE ROAD,SA,61600951,Gultjaeff Jason,138.6080764,-33.1946852
AKD,A007213,WIDETREAD TYRES LILYDALE,VIC,A007213,WIDETREAD TYRES LILYDALE,32 MAIN STREET,VIC,61600996,Bellotto Nicola,145.3440679,-37.7567329
AKD,A007478,GINGIN FUEL AND TYRES,WA,A007478,GINGIN FUEL AND TYRES,14 WELD STREET,WA,61600247,Fruci Davide,115.906746,-31.3500794
AKD,A007908,OTR TYRES,WA,A007908,OTR TYRES,113 CLAYTON STREET,WA,61600247,Fruci Davide,116.0306574,-31.9014381
AKD,A007981,SUDS AUTOMOTIVE,QLD,A007981,SUDS AUTOMOTIVE,612 OLD CLARE ROAD,QLD,61601120,Maclure Adam,147.3638983,-19.6312088
AKD,A008050,NEW AMAR PTY LTD,WA,A008050,NEW AMAR PTY LTD,40 HEMISPHERE ST,WA,61600247,Fruci Davide,115.778603,-31.6850357
AKD,A008485,BOB'S TYRE CENTRES,QLD,A008485,BOB'S TYRE CENTRES,89 MAIN STREET,QLD,61600992,Spires Steven,152.8374865,-25.2887781
AKD,A008659,TYRE DOCTOR,NSW,A008659,TYRE DOCTOR,13-15 MASSEY AVENUE,NSW,61601123,Cummings Mark,146.3901251,-34.5480346
AKD,A009497,LINCOLN TYRE & BRAKES,SA,A009497,LINCOLN TYRE & BRAKES,61 MORTLOCK TERRACE,SA,61600951,Gultjaeff Jason,135.8573851,-34.7291856
AKD,A009498,D&G TYRE SALES,SA,A009498,D&G TYRE SALES,CARLTON PARADE & DARTMOUTH STR,SA,61600951,Gultjaeff Jason,137.7754375,-32.4923452
AKD,A009709,ROCKHAMPTON TYRES,QLD,A009709,ROCKHAMPTON TYRES,395 YAAMBA ROAD,QLD,61600992,Spires Steven,150.521167,-23.3454233
AKD,A009806,RESOLUTION TYRES PTY LTD,NSW,A009806,RESOLUTION TYRES PTY LTD,15 RESOLUTION DRIVE,NSW,61601123,Cummings Mark,150.8531222,-34.4560439
AKD,A009973,MAHER EXPRESS TYRES PTY LTD,NSW,A009973,MAHER EXPRESS TYRES PTY LTD,91 WATTLE ST,NSW,61600997,Hamid Jallis,151.055038,-33.916678
AKD,A010843,BRIAN'S TYRE SERVICES,NSW,A010843,BRIAN'S TYRE SERVICES,17 LEIGHTON PLACE,NSW,61601123,Cummings Mark,151.1121305,-33.6960651
AKD,A010898,CRYSTAL BROOK CRASH & AUTO,SA,A010898,CRYSTAL BROOK CRASH & AUTO,29 DARBON TCE,SA,61600951,Gultjaeff Jason,138.2084558,-33.3580091
AKD,A010902,GOODYEAR AUTOCARE - SWAN HILL,VIC,A010902,GOODYEAR AUTOCARE - SWAN HILL,104 CAMPBELL STREET,VIC,61601007,Bilston Kelley,143.5585755,-35.3368287
AKD,A011003,ALPHA TYRES,VIC,A011003,ALPHA TYRES,72 NORTHERN HWY,VIC,61600996,Bellotto Nicola,144.7311208,-36.1467946
AKD,A011102,THE GARAGE MIAMI,QLD,A011102,THE GARAGE MIAMI,18 PACIFIC AVENUE,QLD,61601084,Sampson Kieren,153.4365142,-28.0635914
AKD,A011219,BRADTRAC,WA,A011219,BRADTRAC,6 MUCHEA EAST ROAD,WA,61600247,Fruci Davide,115.9968546,-31.5774106
AKD,A011237,MEGA TREAD TYRES AND MECHANICAL,NSW,A011237,MEGA TREAD TYRES AND MECHANICAL,3/15 ADVANTAGE AVE,NSW,61600775,LUTTRELL STEVE,151.4714397,-33.118809
AKD,A011242,KIMBERLEY TYRES,WA,A011242,KIMBERLEY TYRES,21 DUNCAN ROAD,WA,61600247,Fruci Davide,127.6717064,-18.2247417
AKD,A011335,COUNTRY TYRES YASS PTY LTD,NSW,A011335,COUNTRY TYRES YASS PTY LTD,18 WARROO ROAD,NSW,61600997,Hamid Jallis,148.9187119,-34.8519185
AKD,A011713,GOODRIDE TYRES & MECHANICAL,NSW,A011713,GOODRIDE TYRES & MECHANICAL,55 MARIGOLD STREET,NSW,61600997,Hamid Jallis,150.9996094,-33.9390225
AKD,A011801,TOP GEAR WHEELS & TYRES,VIC,A011801,TOP GEAR WHEELS & TYRES,619 WATERDALE ROAD,VIC,61600996,Bellotto Nicola,145.0490769,-37.7326478
AKD,A012110,BEVERLEY TYRE SERVICE,WA,A012110,BEVERLEY TYRE SERVICE,48 DAWSON STREET,WA,60020059,Gilbert Michael,116.9250511,-32.1100571
AKD,A012167,HSP TYRES FINLEY,NSW,A012167,HSP TYRES FINLEY,11 HARLEY,VIC,61600996,Bellotto Nicola,145.5795426,-35.6297861
AKD,A012170,KINGSWOOD TYRES & AUTOMOTIVE,NSW,A012170,KINGSWOOD TYRES & AUTOMOTIVE,50 COX AVE,NSW,61600775,LUTTRELL STEVE,150.7156606,-33.7567397
AKD,A012302,DOVE AUTOMOTIVE PTY LTD,VIC,A012302,DOVE AUTOMOTIVE PTY LTD,140 POWLETT STREET,VIC,61600996,Bellotto Nicola,144.950601,-37.3093921
AKD,A012310,BUNYIP TYRE SERVICE,VIC,A012310,BUNYIP TYRE SERVICE,12 BUNYIP-MODELLA ROAD,VIC,61600996,Bellotto Nicola,145.7149755,-38.1002012
AKD,A012319,HANNAFORD TYRE & SUSPENSION,NSW,A012319,HANNAFORD TYRE & SUSPENSION,78 RIVER STREET,NSW,61600997,Hamid Jallis,148.615676,-32.2343572
AKD,A012329,PERTH CITY TYRES,WA,A012329,PERTH CITY TYRES,180 KARBRO DR,WA,60020059,Gilbert Michael,115.9782397,-32.2563434
AKD,A012399,LEICHTS TYRE AND AUTO,NSW,A012399,LEICHTS TYRE AND AUTO,97 HASTINGS RIVER DRIVE,NSW,61600775,LUTTRELL STEVE,152.8872182,-31.4302845
AKD,A012766,FLAT OUT TYRES,NSW,A012766,FLAT OUT TYRES,32 KANANDAH PLACE,NSW,61600997,Hamid Jallis,141.4298959,-31.9861726
AKD,A013052,BEECHBORO MECHANICAL & AUTO GAS,WA,A013052,BEECHBORO MECHANICAL & AUTO GAS,UNIT 1 / 487 BEECHBORO RD,WA,61600247,Fruci Davide,115.9242906,-31.8693764
AKD,A013274,TYRE EXCHANGE,NSW,A013274,TYRE EXCHANGE,UNIT 2 19 YORK RD,NSW,61600997,Hamid Jallis,150.8609585,-33.9928879
AKD,A013336,HOPETOUN TYRES & BATTERIES,WA,A013336,HOPETOUN TYRES & BATTERIES,85 TAMAR ST,WA,60020059,Gilbert Michael,120.1286841,-33.9403872
AKD,A013424,UPPER MURRAY COMMUNITY GARAGE,VIC,A013424,UPPER MURRAY COMMUNITY GARAGE,38 MAIN ST,VIC,61600996,Bellotto Nicola,147.7357021,-35.9640829
AKD,A013481,TRARALGON TYRE SERVICE P/L,VIC,A013481,TRARALGON TYRE SERVICE P/L,48 STANDING DRIVE,VIC,61600996,Bellotto Nicola,146.5696075,-38.1897606
AKD,A013620,TECHKNOW TYRES,NSW,A013620,TECHKNOW TYRES,49 ELOERUA TERRACE,QLD,61601084,Sampson Kieren,153.3792265,-28.3457242
AKD,A013798,MEEK COMMERCIAL TYRE COMPANY,QLD,A013798,MEEK COMMERCIAL TYRE COMPANY,98 OLD BAY RD,QLD,61600992,Spires Steven,153.0138277,-27.1772243
AKD,A013800,BOUSFIELD AUTOMOTIVE,NSW,A013800,BOUSFIELD AUTOMOTIVE,1 RAILWAY STREET,NSW,61601123,Cummings Mark,147.3773772,-35.1216202
AKD,A013828,AIL AUTOMOTIVE,VIC,A013828,AIL AUTOMOTIVE,15A YELLOW BRICK ROAD,VIC,61600996,Bellotto Nicola,145.1371954,-37.6062893
AKD,A013894,ORBOST TYRE SERVICE PTY LTD,VIC,A013894,ORBOST TYRE SERVICE PTY LTD,110 SALISBURY ST,VIC,61600996,Bellotto Nicola,148.4643551,-37.7060854
AKD,A013907,MONTO TYRE CENTRE,QLD,A013907,MONTO TYRE CENTRE,1 RAYLEIGH ST,QLD,61600992,Spires Steven,151.1201771,-24.8661392
AKD,A013997,CTEC MECHANICAL,WA,A013997,CTEC MECHANICAL,2062 ROWLANDS ROAD,WA,60020059,Gilbert Michael,116.1421117,-33.3458181
AKD,A014005,SEYMOUR TYRE & MECHANICAL,VIC,A014005,SEYMOUR TYRE & MECHANICAL,58 EMILY STREET,VIC,61600996,Bellotto Nicola,145.1305566,-37.0183575
AKD,A014073,VOX TYRE CENTRE,VIC,A014073,VOX TYRE CENTRE,30 WILLIAM STREET,VIC,61601007,Bilston Kelley,147.507169,-41.1568478
AKD,A014437,ALL TYRES 2 YOU,QLD,A014437,ALL TYRES 2 YOU,4 MCCULLOCH ST,QLD,61601120,Maclure Adam,149.1955346,-21.1193277
AKD,A014553,BEECHBORO TYRE AND AUTO,WA,A014553,BEECHBORO TYRE AND AUTO,3/7 FONT PLACE EMBELTON,WA,61600247,Fruci Davide,115.9224306,-31.8953866
AKD,A014589,LBK TYRES,NSW,A014589,LBK TYRES,2 BRAIDWOOD ROAD,NSW,61601123,Cummings Mark,149.6547203,-35.0691113
AKD,A014623,KELVIN GROVE TYRES & MECHANICAL,QLD,A014623,KELVIN GROVE TYRES & MECHANICAL,150 KELVIN GROVE ROAD,QLD,61601120,Maclure Adam,153.0110333,-27.4529014
AKD,A014763,SINGHS MOBILE TYRE & MECHANICAL,QLD,A014763,SINGHS MOBILE TYRE & MECHANICAL,2/103 HARBURG DR,QLD,61601084,Sampson Kieren,153.1823838,-27.714858
AKD,A014838,LC AUTOMOTIVE GROUP PTY LTD,SA,A014838,LC AUTOMOTIVE GROUP PTY LTD,41 BINNE STREET,SA,61600951,Gultjaeff Jason,140.7721846,-36.3108942
AKD,A015198,PRT PANDA REGIONAL TYRES,QLD,A015198,PRT PANDA REGIONAL TYRES,103 DUNN RD,QLD,61601120,Maclure Adam,152.9993522,-27.5543651
AKD,A015235,GOODYEAR AUTOCARE - ECHUCA,VIC,A015235,GOODYEAR AUTOCARE - ECHUCA,593 - 595 HIGH STREET,VIC,61600996,Bellotto Nicola,144.7455826,-36.1204313
AKD,A015333,RETYRE LATROBE VALLEY P/L,VIC,A015333,RETYRE LATROBE VALLEY P/L,88 WATERLOO RD,VIC,61600996,Bellotto Nicola,146.1566414,-38.2061876
AKD,A015455,GOONDIWINDI TYRE SERVICE,QLD,A015455,GOONDIWINDI TYRE SERVICE,51 WINSTON STREET,QLD,61601120,Maclure Adam,150.3012655,-28.5424479
AKD,A015526,MANSONS TYRES,VIC,A015526,MANSONS TYRES,U5 2-6 ENTERPRISE AVE,VIC,61600996,Bellotto Nicola,145.3420663,-38.0378145
AKD,A015788,DOG TYRED,QLD,A015788,DOG TYRED,1249 ANZAC AVE,QLD,61600992,Spires Steven,152.9820846,-27.2551294
AKD,A015827,MANSFIELD TYRE SERVICE,VIC,A015827,MANSFIELD TYRE SERVICE,8-10 CHENERY STREET,VIC,61600996,Bellotto Nicola,146.0928272,-37.0535801
AKD,A015828,ROSS TYRES,NSW,A015828,ROSS TYRES,31 ENTERPRISE DRIVE,NSW,61600775,LUTTRELL STEVE,151.7384223,-32.824432
AKD,A015863,WHEELS OF WANNEROO,WA,A015863,WHEELS OF WANNEROO,U2 11 PRINDIVILLE DRIVE,WA,61600247,Fruci Davide,115.8156575,-31.7905627
AKD,A015929,LATROBE VALLEY BANDAG,VIC,A015929,LATROBE VALLEY BANDAG,15-19 GARDEN STREET,VIC,61600996,Bellotto Nicola,146.4390386,-38.2287884
AKD,A016024,BILOELA TYRE CENTRE,QLD,A016024,BILOELA TYRE CENTRE,46 KARIBOE ST,QLD,61600992,Spires Steven,150.5134283,-24.4015681
AKD,A016025,UNANDERRA TYRES,NSW,A016025,UNANDERRA TYRES,1-3/ 235 PRINCESS HWY,NSW,61601123,Cummings Mark,150.838383,-34.4623346
AKD,A016030,GEEBUNG TYRES AND MORE,QLD,A016030,GEEBUNG TYRES AND MORE,438 NEWMAN ROAD,QLD,61600992,Spires Steven,153.048356,-27.3646896
AKD,A016056,PLATEAU TYRES,NSW,A016056,PLATEAU TYRES,19-21 NORTHCOTT CRESCENT,QLD,61601084,Sampson Kieren,153.421092,-28.8328836
AKD,A016060,DENHAMS TYRE AND BATTERY SERV P/L,VIC,A016060,DENHAMS TYRE AND BATTERY SERV P/L,381 ROSSITER ROAD,VIC,61600996,Bellotto Nicola,145.4987261,-38.1947909
AKD,A016253,MILLARDS TYRE CENTRE - TWEED HEADS,NSW,A016253,MILLARDS TYRE CENTRE - TWEED HEADS,15 Industry Drive,QLD,61601084,Sampson Kieren,153.5399364,-28.2010167
AKD,A016399,BRIDGESTONE MALENY,QLD,A016399,BRIDGESTONE MALENY,8 CORAL STREET MALENY,QLD,61600992,Spires Steven,152.8519108,-26.7592879
AKD,A016402,CORRYONG TYRE AND AUTO SERVICE,VIC,A016402,CORRYONG TYRE AND AUTO SERVICE,27 DONALDSON ST,VIC,61600996,Bellotto Nicola,147.9051986,-36.1929632
AKD,A016463,KOJONUP TYRE SERVICE,WA,A016463,KOJONUP TYRE SERVICE,130 ALBANY HIGHWAY,WA,60020059,Gilbert Michael,117.1592103,-33.8362002
AKD,A016566,MOSSMAN TYRE SERVICE,QLD,A016566,MOSSMAN TYRE SERVICE,21 MILL STREET,QLD,61601120,Maclure Adam,145.3759679,-16.459244
AKD,A016570,HAWKESBURY TYRES AND MORE,NSW,A016570,HAWKESBURY TYRES AND MORE,51 MARCH STREET,NSW,61600775,LUTTRELL STEVE,150.753833,-33.5997133
AKD,A016655,CITY TYRE SERVICE,SA,A016655,CITY TYRE SERVICE,79 McMINN STREET,SA,61600951,Gultjaeff Jason,130.8398142,-12.4558733
AKD,A016686,NAREMBEEEN TYRE SERVICE,WA,A016686,NAREMBEEEN TYRE SERVICE,19 LONGHURST STREET,WA,60020059,Gilbert Michael,118.3925953,-32.0668317
AKD,A016712,ROSS AISTON MOTORS,SA,A016712,ROSS AISTON MOTORS,31 PROVIDENT AVE,SA,61600951,Gultjaeff Jason,138.6553492,-34.8942858
AKD,A016714,CENTURION PREMIUM TYRES P/L,VIC,A016714,CENTURION PREMIUM TYRES P/L,73 MELVILLE ROAD,VIC,61601007,Bilston Kelley,144.9437427,-37.7636645
AKD,A016792,BURRA TYRES,SA,A016792,BURRA TYRES,7 MARKET STREET,SA,61600951,Gultjaeff Jason,138.930713,-33.6740979
AKD,A016800,NYP CAR FIX,SA,A016800,NYP CAR FIX,80 PORT ROAD,SA,61600951,Gultjaeff Jason,137.6954368,-33.959131
AKD,A016820,NARACOORTE TRUCK AND BUS,SA,A016820,NARACOORTE TRUCK AND BUS,43-45 SMITH ST,SA,61600951,Gultjaeff Jason,140.7368915,-36.9576364
AKD,A016836,GOODYEAR AUTO CARE GRENFELL,NSW,A016836,GOODYEAR AUTO CARE GRENFELL,41 CAMP ST,NSW,61600997,Hamid Jallis,148.1580045,-33.8948623
AKD,A016897,ALL COAST GMS,NSW,A016897,ALL COAST GMS,20 / 14-16 ARIZONA ROAD,NSW,61600775,LUTTRELL STEVE,151.4925882,-33.2418144
AKD,A016939,TOTAL AG SUPPLIES PTY LTD,WA,A016939,TOTAL AG SUPPLIES PTY LTD,6 ALPHA STREET,WA,61600247,Fruci Davide,116.7706946,-30.5961616
AKD,A017062,TATIARA TRUCK AND TRAILER,SA,A017062,TATIARA TRUCK AND TRAILER,4 MCLELLAN ROAD,SA,61600951,Gultjaeff Jason,140.7385265,-36.3082643
AKD,A017106,SOUTHWEST TYRE SERVICE,WA,A017106,SOUTHWEST TYRE SERVICE,76 STRELLY STREET,WA,60020059,Gilbert Michael,115.3488996,-33.6619272
AKD,A017198,HEFTYS TYRE SERVICE,WA,A017198,HEFTYS TYRE SERVICE,24 ELKINGTON MEWS,WA,61600247,Fruci Davide,115.7305358,-31.6775697
AKD,A017206,BLUEYS TYRE EXHAUST AND MECHANICAL,NSW,A017206,BLUEYS TYRE EXHAUST AND MECHANICAL,CRN TURTON RD AND STATION ST,NSW,61600775,LUTTRELL STEVE,151.7287028,-32.9029609
AKD,A017213,CHARLEVILLE TYRE SERVICE,QLD,A017213,CHARLEVILLE TYRE SERVICE,71 WILLS ST,QLD,61601120,Maclure Adam,146.2429731,-26.4048144
AKD,A017216,MS MECHANICAL,SA,A017216,MS MECHANICAL,23 ABERLE ST,SA,61600951,Gultjaeff Jason,139.9002688,-35.0999043
AKD,A017250,CRAIGS WELDING AND TYRE SERVICE,QLD,A017250,CRAIGS WELDING AND TYRE SERVICE,3 MAUDE ST,QLD,61601120,Maclure Adam,149.8803961,-27.3255012
AKD,A017461,LOBETHAL GARAGE TYRE AND AUTO,SA,A017461,LOBETHAL GARAGE TYRE AND AUTO,66 MAIN STREET,SA,61600951,Gultjaeff Jason,138.8752388,-34.9029824
AKD,A017462,KAPS QUALITY TYRES,QLD,A017462,KAPS QUALITY TYRES,35 LOWER KING STREET,QLD,61600992,Spires Steven,152.9581629,-27.0845074
AKD,A017549,WAYNES TYRES AND AUTOMOTIVE,QLD,A017549,WAYNES TYRES AND AUTOMOTIVE,18 JOHN STREET,QLD,61601120,Maclure Adam,145.6845273,-28.0683533
AKD,A017746,MUSCLE CAR TYRES,QLD,A017746,MUSCLE CAR TYRES,6 SHORT ST,QLD,61601120,Maclure Adam,152.8080409,-27.6084244
AKD,A017996,GOODYEAR AUTOCARE ESPERANCE,WA,A017996,GOODYEAR AUTOCARE ESPERANCE,24 NORSEMAN ROAD,WA,60020059,Gilbert Michael,121.8993239,-33.8406581
AKD,A017999,BABINDA AUTOMOTIVE AND 4X4,QLD,A017999,BABINDA AUTOMOTIVE AND 4X4,34 MUNRO STREET,QLD,61601120,Maclure Adam,145.9233659,-17.3439451
AKD,A018000,KEMPS TYRE SERVICE,NSW,A018000,KEMPS TYRE SERVICE,38 PARKER STREET,NSW,61601123,Cummings Mark,148.0323188,-34.6338217
AKD,A018002,GOODYEAR AUTOCARE QUEANBEYAN,NSW,A018002,GOODYEAR AUTOCARE QUEANBEYAN,36 YASS ROAD,NSW,61601123,Cummings Mark,149.2449544,-35.3425204
AKD,A018081,ANL TYRES AUS,NSW,A018081,ANL TYRES AUS,15 ELLALONG ST,NSW,61600775,LUTTRELL STEVE,151.4858467,-32.8270666
AKD,A018085,PRECISION AUTOMOTIVE AUS PTY LTD,QLD,A018085,PRECISION AUTOMOTIVE AUS PTY LTD,1/38 TERRENCE ROAD,QLD,61600992,Spires Steven,152.9820101,-27.3201165
AKD,A018134,POWERTECH PLUS,NSW,A018134,POWERTECH PLUS,BUILDING A 43 HILLIERS RD,NSW,61600997,Hamid Jallis,151.0381327,-33.8509238
AKD,A018196,GERARD JOHNSON TRANSPORT,QLD,A018196,GERARD JOHNSON TRANSPORT,28 CHARLES STREET,QLD,61601120,Maclure Adam,146.2485165,-24.8837001
AKD,A018197,O NEILLS TRANSPORT AND TYRES - PIN,QLD,A018197,O NEILLS TRANSPORT AND TYRES - PIN,82 MCLEANS ROAD,QLD,61601120,Maclure Adam,148.7115537,-21.1387543
AKD,A018493,BAIRNSDALE TYRE SERVICE,VIC,A018493,BAIRNSDALE TYRE SERVICE,85 MACLEOD STREET,VIC,61600996,Bellotto Nicola,147.6303662,-37.8278006
AKD,A018593,CITY DISCOUNT TYRES ELLENBROOK,WA,A018593,CITY DISCOUNT TYRES ELLENBROOK,U 3/7 COMSERV LOOP ELLENBROOK,WA,61600247,Fruci Davide,115.9677707,-31.7787257
AKD,A018618,HODGETTS TYRES PTY LTD,VIC,A018618,HODGETTS TYRES PTY LTD,257 DALRYMPLE RD,VIC,61601007,Bilston Kelley,147.0243907,-41.2209237
AKD,A018726,GOODYEAR AUTOCARE TANUNDA,SA,A018726,GOODYEAR AUTOCARE TANUNDA,168 MURRAY STREET,SA,61600951,Gultjaeff Jason,138.9687502,-34.5168121
AKD,A018771,MIDAS NORTHGATE TYRE & AUTO,QLD,A018771,MIDAS NORTHGATE TYRE & AUTO,217 Toombul Road,QLD,61600992,Spires Steven,153.0724298,-27.3933354
AKD,A018839,TYRES AND MORE RED CLIFFS,VIC,A018839,TYRES AND MORE RED CLIFFS,2 NARDOO STREET,VIC,61601007,Bilston Kelley,142.1856428,-34.303227
AKD,A018875,MACKS TYRE SERICES,SA,A018875,MACKS TYRE SERICES,6362 HORRICKS HIGHWAY,SA,61600951,Gultjaeff Jason,138.6849323,-34.0360734
AKD,A019015,DELORAINE TYRE SERVICE,VIC,A019015,DELORAINE TYRE SERVICE,155 MOLE CREEK ROAD,VIC,61601007,Bilston Kelley,146.631135,-41.5231913
AKD,A019016,YARRAWONGA TYRE CENTRE,VIC,A019016,YARRAWONGA TYRE CENTRE,135 Telford Street,VIC,61600996,Bellotto Nicola,146.0129777,-36.0155444
AKD,A019017,CARDWELL TYRE SERVICE,QLD,A019017,CARDWELL TYRE SERVICE,55593 BRUCE HIGHWAY,QLD,61601120,Maclure Adam,145.9880102,-18.2366441
AKD,A019180,BUNBURY TYRE AND EXHAUST,WA,A019180,BUNBURY TYRE AND EXHAUST,1 SANDRIDGE ROAD,WA,60020059,Gilbert Michael,115.6484475,-33.3396231
AKD,A019182,GOODYEAR AUTOCARE GEELONG,VIC,A019182,GOODYEAR AUTOCARE GEELONG,106 FYANS STREET,VIC,61601007,Bilston Kelley,144.3576879,-38.1629343
AKD,A019356,TYRES AND MORE FORBES,NSW,A019356,TYRES AND MORE FORBES,1-5 JUNCTION STREET,NSW,61600997,Hamid Jallis,148.0042352,-33.3909061
AKD,A019360,DENI TYRE SERVICE,NSW,A019360,DENI TYRE SERVICE,249-257 BARHAM ROAD,VIC,61600996,Bellotto Nicola,144.9416416,-35.5384493
AKD,A019456,BRIDGESTONE SELECT WOOLLOONGABBA,QLD,A019456,BRIDGESTONE SELECT WOOLLOONGABBA,200 LOGAN ROAD,QLD,61601120,Maclure Adam,153.041805,-27.4946233
AKD,A019509,BRIDGESTONE SERVICE CENTRE BUNBURY,WA,A019509,BRIDGESTONE SERVICE CENTRE BUNBURY,61 STRICKLAND STREET,WA,60020059,Gilbert Michael,115.6503308,-33.3366308
AKD,A019510,GOODYEAR AUTOCARE ALBANY,WA,A019510,GOODYEAR AUTOCARE ALBANY,196A ALBANY HIGHWAY,WA,60020059,Gilbert Michael,117.8742921,-35.0137919
AKD,A019588,GUNDAGAI TYRES AND AUTO,NSW,A019588,GUNDAGAI TYRES AND AUTO,86 SHERIDAN STREET,NSW,61601123,Cummings Mark,148.1086527,-35.0661963
AKD,A019640,MUKA TYRES & AUTO,WA,A019640,MUKA TYRES & AUTO,7 BENT STREET,WA,61600247,Fruci Davide,118.2097623,-30.9152567
AKD,A019688,TYREPLUS TOWNSVILLE,QLD,A019688,TYREPLUS TOWNSVILLE,733 STURT STREET,QLD,61601120,Maclure Adam,146.805181,-19.2677356
AKD,A019773,MINGENEW TYRE SERVICE PTY LTD,WA,A019773,MINGENEW TYRE SERVICE PTY LTD,2 ELEANOR STREET,WA,61600247,Fruci Davide,115.4420042,-29.1891429
AKD,A019778,THE TYRE PLACE TYRE & MORE,WA,A019778,THE TYRE PLACE TYRE & MORE,43 STRICKLAND STREET,WA,60020059,Gilbert Michael,115.6474241,-33.3366266
AKD,A019818,McCALLS MECHANICAL AND TYRES,VIC,A019818,McCALLS MECHANICAL AND TYRES,87-89 WONTHAGGI ROAD,VIC,61600996,Bellotto Nicola,145.7183126,-38.6280329
AKD,A019819,ADVANCED AUTOMOTIVE SERVICES,QLD,A019819,ADVANCED AUTOMOTIVE SERVICES,LOT 4 TELEFORD STREET,QLD,61601120,Maclure Adam,145.7434746,-16.9435951
